Temperature - (Celsius), Year, Statistics, Country, ISO3
14.6788, 1942, Jun Average, Poland, POL
17.0219, 1942, Jul Average, Poland, POL
18.8955, 1942, Aug Average, Poland, POL
15.7801, 1942, Sep Average, Poland, POL
10.0792, 1942, Oct Average, Poland, POL
1.95392, 1942, Nov Average, Poland, POL
0.96236, 1942, Dec Average, Poland, POL
-5.059, 1943, Jan Average, Poland, POL
1.95152, 1943, Feb Average, Poland, POL
4.58674, 1943, Mar Average, Poland, POL
8.95916, 1943, Apr Average, Poland, POL
12.2636, 1943, May Average, Poland, POL
15.4575, 1943, Jun Average, Poland, POL
17.4781, 1943, Jul Average, Poland, POL
18.9006, 1943, Aug Average, Poland, POL
14.4905, 1943, Sep Average, Poland, POL
9.75445, 1943, Oct Average, Poland, POL
2.74472, 1943, Nov Average, Poland, POL
-1.2147, 1943, Dec Average, Poland, POL
1.18198, 1944, Jan Average, Poland, POL
-1.1159, 1944, Feb Average, Poland, POL
0.84626, 1944, Mar Average, Poland, POL
6.83389, 1944, Apr Average, Poland, POL
11.9789, 1944, May Average, Poland, POL
15.2222, 1944, Jun Average, Poland, POL
18.8828, 1944, Jul Average, Poland, POL
19.8865, 1944, Aug Average, Poland, POL
13.5805, 1944, Sep Average, Poland, POL
9.43092, 1944, Oct Average, Poland, POL
3.28821, 1944, Nov Average, Poland, POL
-1.3803, 1944, Dec Average, Poland, POL
-5.0616, 1945, Jan Average, Poland, POL
0.75356, 1945, Feb Average, Poland, POL
3.88459, 1945, Mar Average, Poland, POL
7.57496, 1945, Apr Average, Poland, POL
12.8277, 1945, May Average, Poland, POL
15.8063, 1945, Jun Average, Poland, POL
18.2012, 1945, Jul Average, Poland, POL
17.6235, 1945, Aug Average, Poland, POL
13.4115, 1945, Sep Average, Poland, POL
8.42723, 1945, Oct Average, Poland, POL
2.86874, 1945, Nov Average, Poland, POL
-0.9185, 1945, Dec Average, Poland, POL
-3.3622, 1946, Jan Average, Poland, POL
-0.375, 1946, Feb Average, Poland, POL
2.76106, 1946, Mar Average, Poland, POL
9.47423, 1946, Apr Average, Poland, POL
14.749, 1946, May Average, Poland, POL
16.6107, 1946, Jun Average, Poland, POL
19.4149, 1946, Jul Average, Poland, POL
17.8513, 1946, Aug Average, Poland, POL
14.3505, 1946, Sep Average, Poland, POL
5.17618, 1946, Oct Average, Poland, POL
1.948, 1946, Nov Average, Poland, POL
-3.3236, 1946, Dec Average, Poland, POL
-6.9079, 1947, Jan Average, Poland, POL
-9.1722, 1947, Feb Average, Poland, POL
1.15144, 1947, Mar Average, Poland, POL
8.30991, 1947, Apr Average, Poland, POL
14.4395, 1947, May Average, Poland, POL
17.6479, 1947, Jun Average, Poland, POL
19.1516, 1947, Jul Average, Poland, POL
17.391, 1947, Aug Average, Poland, POL
16.0486, 1947, Sep Average, Poland, POL
6.53801, 1947, Oct Average, Poland, POL
3.95952, 1947, Nov Average, Poland, POL
0.65937, 1947, Dec Average, Poland, POL
0.53412, 1948, Jan Average, Poland, POL
-2.231, 1948, Feb Average, Poland, POL
3.20397, 1948, Mar Average, Poland, POL
10.0267, 1948, Apr Average, Poland, POL
14.3989, 1948, May Average, Poland, POL
15.849, 1948, Jun Average, Poland, POL
17.1938, 1948, Jul Average, Poland, POL
17.584, 1948, Aug Average, Poland, POL
14.4208, 1948, Sep Average, Poland, POL
8.4584, 1948, Oct Average, Poland, POL
2.95933, 1948, Nov Average, Poland, POL
-0.9925, 1948, Dec Average, Poland, POL
-0.2177, 1949, Jan Average, Poland, POL
0.48843, 1949, Feb Average, Poland, POL
0.68095, 1949, Mar Average, Poland, POL
8.95231, 1949, Apr Average, Poland, POL
14.5348, 1949, May Average, Poland, POL
14.5481, 1949, Jun Average, Poland, POL
17.6846, 1949, Jul Average, Poland, POL
16.7546, 1949, Aug Average, Poland, POL
15.2271, 1949, Sep Average, Poland, POL
9.60177, 1949, Oct Average, Poland, POL
4.53531, 1949, Nov Average, Poland, POL
2.29708, 1949, Dec Average, Poland, POL
-6.3959, 1950, Jan Average, Poland, POL
0.83632, 1950, Feb Average, Poland, POL
3.83615, 1950, Mar Average, Poland, POL
8.85161, 1950, Apr Average, Poland, POL
14.5352, 1950, May Average, Poland, POL
16.8519, 1950, Jun Average, Poland, POL
17.7397, 1950, Jul Average, Poland, POL
17.8804, 1950, Aug Average, Poland, POL
13.6526, 1950, Sep Average, Poland, POL
7.54844, 1950, Oct Average, Poland, POL
3.73021, 1950, Nov Average, Poland, POL
-0.1072, 1950, Dec Average, Poland, POL
-1.5205, 1951, Jan Average, Poland, POL
0.01686, 1951, Feb Average, Poland, POL
1.23756, 1951, Mar Average, Poland, POL
8.22967, 1951, Apr Average, Poland, POL
11.7021, 1951, May Average, Poland, POL
16.6431, 1951, Jun Average, Poland, POL
17.8815, 1951, Jul Average, Poland, POL
19.3399, 1951, Aug Average, Poland, POL
14.9671, 1951, Sep Average, Poland, POL
6.55721, 1951, Oct Average, Poland, POL
5.77717, 1951, Nov Average, Poland, POL
2.01954, 1951, Dec Average, Poland, POL
-0.3818, 1952, Jan Average, Poland, POL
-1.1655, 1952, Feb Average, Poland, POL
-2.2115, 1952, Mar Average, Poland, POL
9.86253, 1952, Apr Average, Poland, POL
11.4248, 1952, May Average, Poland, POL
15.1104, 1952, Jun Average, Poland, POL
18.2315, 1952, Jul Average, Poland, POL
18.702, 1952, Aug Average, Poland, POL
11.5779, 1952, Sep Average, Poland, POL
7.30909, 1952, Oct Average, Poland, POL
1.78982, 1952, Nov Average, Poland, POL
-1.425, 1952, Dec Average, Poland, POL
-2.0083, 1953, Jan Average, Poland, POL
-1.7908, 1953, Feb Average, Poland, POL
3.26225, 1953, Mar Average, Poland, POL
8.78172, 1953, Apr Average, Poland, POL
12.9143, 1953, May Average, Poland, POL
17.7137, 1953, Jun Average, Poland, POL
19.3495, 1953, Jul Average, Poland, POL
16.8993, 1953, Aug Average, Poland, POL
13.5987, 1953, Sep Average, Poland, POL
9.90039, 1953, Oct Average, Poland, POL
2.92561, 1953, Nov Average, Poland, POL
