Temperature - (Celsius), Year, Statistics, Country, ISO3
0.27275, 1904, Oct Average, Iceland, ISL
-3.5207, 1904, Nov Average, Iceland, ISL
-3.4948, 1904, Dec Average, Iceland, ISL
-4.1874, 1905, Jan Average, Iceland, ISL
-5.1703, 1905, Feb Average, Iceland, ISL
-0.6816, 1905, Mar Average, Iceland, ISL
-1.5423, 1905, Apr Average, Iceland, ISL
3.4136, 1905, May Average, Iceland, ISL
7.74456, 1905, Jun Average, Iceland, ISL
8.5471, 1905, Jul Average, Iceland, ISL
7.36736, 1905, Aug Average, Iceland, ISL
4.84756, 1905, Sep Average, Iceland, ISL
0.23199, 1905, Oct Average, Iceland, ISL
-1.8657, 1905, Nov Average, Iceland, ISL
-1.8555, 1905, Dec Average, Iceland, ISL
-2.1477, 1906, Jan Average, Iceland, ISL
-5.1216, 1906, Feb Average, Iceland, ISL
-3.5297, 1906, Mar Average, Iceland, ISL
-1.9456, 1906, Apr Average, Iceland, ISL
0.23498, 1906, May Average, Iceland, ISL
7.46933, 1906, Jun Average, Iceland, ISL
7.59174, 1906, Jul Average, Iceland, ISL
6.93491, 1906, Aug Average, Iceland, ISL
5.75266, 1906, Sep Average, Iceland, ISL
1.56263, 1906, Oct Average, Iceland, ISL
-1.8967, 1906, Nov Average, Iceland, ISL
-5.443, 1906, Dec Average, Iceland, ISL
-2.7951, 1907, Jan Average, Iceland, ISL
-5.9684, 1907, Feb Average, Iceland, ISL
-4.3445, 1907, Mar Average, Iceland, ISL
-0.4088, 1907, Apr Average, Iceland, ISL
2.28061, 1907, May Average, Iceland, ISL
4.58049, 1907, Jun Average, Iceland, ISL
7.60753, 1907, Jul Average, Iceland, ISL
5.61552, 1907, Aug Average, Iceland, ISL
3.43082, 1907, Sep Average, Iceland, ISL
-0.0664, 1907, Oct Average, Iceland, ISL
-2.359, 1907, Nov Average, Iceland, ISL
-0.8679, 1907, Dec Average, Iceland, ISL
-2.5501, 1908, Jan Average, Iceland, ISL
-4.3869, 1908, Feb Average, Iceland, ISL
-1.6475, 1908, Mar Average, Iceland, ISL
0.09181, 1908, Apr Average, Iceland, ISL
2.67651, 1908, May Average, Iceland, ISL
6.4729, 1908, Jun Average, Iceland, ISL
9.62477, 1908, Jul Average, Iceland, ISL
7.43086, 1908, Aug Average, Iceland, ISL
5.52419, 1908, Sep Average, Iceland, ISL
4.24295, 1908, Oct Average, Iceland, ISL
-2.0118, 1908, Nov Average, Iceland, ISL
-2.0797, 1908, Dec Average, Iceland, ISL
-3.5379, 1909, Jan Average, Iceland, ISL
-0.8914, 1909, Feb Average, Iceland, ISL
-3.6461, 1909, Mar Average, Iceland, ISL
1.25325, 1909, Apr Average, Iceland, ISL
2.81673, 1909, May Average, Iceland, ISL
8.01781, 1909, Jun Average, Iceland, ISL
8.43265, 1909, Jul Average, Iceland, ISL
7.60696, 1909, Aug Average, Iceland, ISL
5.61102, 1909, Sep Average, Iceland, ISL
-0.61, 1909, Oct Average, Iceland, ISL
-1.8527, 1909, Nov Average, Iceland, ISL
-6.1796, 1909, Dec Average, Iceland, ISL
-4.7723, 1910, Jan Average, Iceland, ISL
-4.4994, 1910, Feb Average, Iceland, ISL
-1.6198, 1910, Mar Average, Iceland, ISL
-3.0541, 1910, Apr Average, Iceland, ISL
2.64033, 1910, May Average, Iceland, ISL
5.74709, 1910, Jun Average, Iceland, ISL
8.56085, 1910, Jul Average, Iceland, ISL
7.99359, 1910, Aug Average, Iceland, ISL
5.12577, 1910, Sep Average, Iceland, ISL
2.94318, 1910, Oct Average, Iceland, ISL
-4.6819, 1910, Nov Average, Iceland, ISL
-2.7536, 1910, Dec Average, Iceland, ISL
-2.7774, 1911, Jan Average, Iceland, ISL
-4.5899, 1911, Feb Average, Iceland, ISL
-1.8781, 1911, Mar Average, Iceland, ISL
-1.1793, 1911, Apr Average, Iceland, ISL
4.08008, 1911, May Average, Iceland, ISL
6.41829, 1911, Jun Average, Iceland, ISL
8.34191, 1911, Jul Average, Iceland, ISL
7.60596, 1911, Aug Average, Iceland, ISL
4.00142, 1911, Sep Average, Iceland, ISL
1.90829, 1911, Oct Average, Iceland, ISL
-1.9351, 1911, Nov Average, Iceland, ISL
-1.2646, 1911, Dec Average, Iceland, ISL
-1.5983, 1912, Jan Average, Iceland, ISL
-4.9797, 1912, Feb Average, Iceland, ISL
-2.5935, 1912, Mar Average, Iceland, ISL
-0.0332, 1912, Apr Average, Iceland, ISL
4.20802, 1912, May Average, Iceland, ISL
7.3401, 1912, Jun Average, Iceland, ISL
9.09059, 1912, Jul Average, Iceland, ISL
5.89654, 1912, Aug Average, Iceland, ISL
5.76827, 1912, Sep Average, Iceland, ISL
1.99171, 1912, Oct Average, Iceland, ISL
-3.1317, 1912, Nov Average, Iceland, ISL
-4.0777, 1912, Dec Average, Iceland, ISL
-2.0441, 1913, Jan Average, Iceland, ISL
-2.0986, 1913, Feb Average, Iceland, ISL
-4.5397, 1913, Mar Average, Iceland, ISL
0.5581, 1913, Apr Average, Iceland, ISL
3.60608, 1913, May Average, Iceland, ISL
6.3091, 1913, Jun Average, Iceland, ISL
9.54706, 1913, Jul Average, Iceland, ISL
7.96378, 1913, Aug Average, Iceland, ISL
5.46993, 1913, Sep Average, Iceland, ISL
0.99559, 1913, Oct Average, Iceland, ISL
-2.5225, 1913, Nov Average, Iceland, ISL
-3.4641, 1913, Dec Average, Iceland, ISL
-1.3005, 1914, Jan Average, Iceland, ISL
-4.6821, 1914, Feb Average, Iceland, ISL
-4.9593, 1914, Mar Average, Iceland, ISL
-2.1041, 1914, Apr Average, Iceland, ISL
0.61027, 1914, May Average, Iceland, ISL
6.3762, 1914, Jun Average, Iceland, ISL
8.30515, 1914, Jul Average, Iceland, ISL
8.60411, 1914, Aug Average, Iceland, ISL
4.45037, 1914, Sep Average, Iceland, ISL
2.66866, 1914, Oct Average, Iceland, ISL
-3.814, 1914, Nov Average, Iceland, ISL
-3.6468, 1914, Dec Average, Iceland, ISL
-2.4399, 1915, Jan Average, Iceland, ISL
-4.4876, 1915, Feb Average, Iceland, ISL
-4.7799, 1915, Mar Average, Iceland, ISL
-0.6088, 1915, Apr Average, Iceland, ISL
2.67873, 1915, May Average, Iceland, ISL
6.49541, 1915, Jun Average, Iceland, ISL
6.99027, 1915, Jul Average, Iceland, ISL
7.74033, 1915, Aug Average, Iceland, ISL
4.86338, 1915, Sep Average, Iceland, ISL
4.7831, 1915, Oct Average, Iceland, ISL
-0.6187, 1915, Nov Average, Iceland, ISL
-4.4385, 1915, Dec Average, Iceland, ISL
-2.4279, 1916, Jan Average, Iceland, ISL
-2.6338, 1916, Feb Average, Iceland, ISL
-3.9298, 1916, Mar Average, Iceland, ISL
-2.2634, 1916, Apr Average, Iceland, ISL
2.18585, 1916, May Average, Iceland, ISL
6.93852, 1916, Jun Average, Iceland, ISL
9.70512, 1916, Jul Average, Iceland, ISL
8.49756, 1916, Aug Average, Iceland, ISL
5.34616, 1916, Sep Average, Iceland, ISL
1.97676, 1916, Oct Average, Iceland, ISL
-1.7144, 1916, Nov Average, Iceland, ISL
-5.8286, 1916, Dec Average, Iceland, ISL
-2.3916, 1917, Jan Average, Iceland, ISL
-1.891, 1917, Feb Average, Iceland, ISL
-1.9389, 1917, Mar Average, Iceland, ISL
-4.3925, 1917, Apr Average, Iceland, ISL
2.69338, 1917, May Average, Iceland, ISL
5.68258, 1917, Jun Average, Iceland, ISL
10.0039, 1917, Jul Average, Iceland, ISL
8.19112, 1917, Aug Average, Iceland, ISL
3.71162, 1917, Sep Average, Iceland, ISL
-2.6461, 1917, Oct Average, Iceland, ISL
-3.9585, 1917, Nov Average, Iceland, ISL
-5.8615, 1917, Dec Average, Iceland, ISL
-7.3312, 1918, Jan Average, Iceland, ISL
-4.6674, 1918, Feb Average, Iceland, ISL
-1.06, 1918, Mar Average, Iceland, ISL
-1.0615, 1918, Apr Average, Iceland, ISL
4.48109, 1918, May Average, Iceland, ISL
6.41947, 1918, Jun Average, Iceland, ISL
7.601, 1918, Jul Average, Iceland, ISL
7.44927, 1918, Aug Average, Iceland, ISL
2.34733, 1918, Sep Average, Iceland, ISL
0.80183, 1918, Oct Average, Iceland, ISL
-1.6708, 1918, Nov Average, Iceland, ISL
-3.4042, 1918, Dec Average, Iceland, ISL
-3.0938, 1919, Jan Average, Iceland, ISL
-4.9299, 1919, Feb Average, Iceland, ISL
-7.0546, 1919, Mar Average, Iceland, ISL
-2.5279, 1919, Apr Average, Iceland, ISL
3.95424, 1919, May Average, Iceland, ISL
7.10579, 1919, Jun Average, Iceland, ISL
9.61666, 1919, Jul Average, Iceland, ISL
6.89701, 1919, Aug Average, Iceland, ISL
3.52427, 1919, Sep Average, Iceland, ISL
0.62028, 1919, Oct Average, Iceland, ISL
-5.0823, 1919, Nov Average, Iceland, ISL
-3.3374, 1919, Dec Average, Iceland, ISL
-5.8504, 1920, Jan Average, Iceland, ISL
-5.0533, 1920, Feb Average, Iceland, ISL
-3.6662, 1920, Mar Average, Iceland, ISL
-2.8777, 1920, Apr Average, Iceland, ISL
1.93605, 1920, May Average, Iceland, ISL
7.54656, 1920, Jun Average, Iceland, ISL
8.51191, 1920, Jul Average, Iceland, ISL
7.79091, 1920, Aug Average, Iceland, ISL
5.56335, 1920, Sep Average, Iceland, ISL
4.33529, 1920, Oct Average, Iceland, ISL
-0.1496, 1920, Nov Average, Iceland, ISL
-2.1381, 1920, Dec Average, Iceland, ISL
-4.8607, 1921, Jan Average, Iceland, ISL
-0.427, 1921, Feb Average, Iceland, ISL
-4.1815, 1921, Mar Average, Iceland, ISL
-0.4017, 1921, Apr Average, Iceland, ISL
1.55608, 1921, May Average, Iceland, ISL
6.68063, 1921, Jun Average, Iceland, ISL
8.10715, 1921, Jul Average, Iceland, ISL
6.30139, 1921, Aug Average, Iceland, ISL
3.83128, 1921, Sep Average, Iceland, ISL
0.25633, 1921, Oct Average, Iceland, ISL
-1.8026, 1921, Nov Average, Iceland, ISL
-2.8488, 1921, Dec Average, Iceland, ISL
-1.6436, 1922, Jan Average, Iceland, ISL
-1.4703, 1922, Feb Average, Iceland, ISL
-1.5053, 1922, Mar Average, Iceland, ISL
-1.8469, 1922, Apr Average, Iceland, ISL
1.98844, 1922, May Average, Iceland, ISL
5.69054, 1922, Jun Average, Iceland, ISL
7.51827, 1922, Jul Average, Iceland, ISL
7.19962, 1922, Aug Average, Iceland, ISL
3.26672, 1922, Sep Average, Iceland, ISL
1.87382, 1922, Oct Average, Iceland, ISL
-1.7181, 1922, Nov Average, Iceland, ISL
-1.0573, 1922, Dec Average, Iceland, ISL
-4.1812, 1923, Jan Average, Iceland, ISL
-0.9487, 1923, Feb Average, Iceland, ISL
1.44766, 1923, Mar Average, Iceland, ISL
1.31495, 1923, Apr Average, Iceland, ISL
2.21453, 1923, May Average, Iceland, ISL
6.43686, 1923, Jun Average, Iceland, ISL
8.13484, 1923, Jul Average, Iceland, ISL
6.97008, 1923, Aug Average, Iceland, ISL
2.94116, 1923, Sep Average, Iceland, ISL
0.43637, 1923, Oct Average, Iceland, ISL
-4.5577, 1923, Nov Average, Iceland, ISL
-4.174, 1923, Dec Average, Iceland, ISL
-1.3632, 1924, Jan Average, Iceland, ISL
-2.4005, 1924, Feb Average, Iceland, ISL
-4.2195, 1924, Mar Average, Iceland, ISL
-2.057, 1924, Apr Average, Iceland, ISL
1.51806, 1924, May Average, Iceland, ISL
5.8056, 1924, Jun Average, Iceland, ISL
8.634, 1924, Jul Average, Iceland, ISL
7.63664, 1924, Aug Average, Iceland, ISL
3.36486, 1924, Sep Average, Iceland, ISL
1.53957, 1924, Oct Average, Iceland, ISL
-0.3037, 1924, Nov Average, Iceland, ISL
-1.4001, 1924, Dec Average, Iceland, ISL
-1.923, 1925, Jan Average, Iceland, ISL
-4.0868, 1925, Feb Average, Iceland, ISL
-2.0986, 1925, Mar Average, Iceland, ISL
-0.6341, 1925, Apr Average, Iceland, ISL
2.92256, 1925, May Average, Iceland, ISL
7.51265, 1925, Jun Average, Iceland, ISL
8.89906, 1925, Jul Average, Iceland, ISL
8.05709, 1925, Aug Average, Iceland, ISL
4.92684, 1925, Sep Average, Iceland, ISL
0.51425, 1925, Oct Average, Iceland, ISL
-0.9556, 1925, Nov Average, Iceland, ISL
-4.8713, 1925, Dec Average, Iceland, ISL
-1.5312, 1926, Jan Average, Iceland, ISL
-0.4343, 1926, Feb Average, Iceland, ISL
-2.7195, 1926, Mar Average, Iceland, ISL
2.89689, 1926, Apr Average, Iceland, ISL
3.30027, 1926, May Average, Iceland, ISL
7.36394, 1926, Jun Average, Iceland, ISL
9.97889, 1926, Jul Average, Iceland, ISL
8.38047, 1926, Aug Average, Iceland, ISL
4.10875, 1926, Sep Average, Iceland, ISL
-1.7998, 1926, Oct Average, Iceland, ISL
-1.9722, 1926, Nov Average, Iceland, ISL
-2.4853, 1926, Dec Average, Iceland, ISL
-4.3724, 1927, Jan Average, Iceland, ISL
-1.1992, 1927, Feb Average, Iceland, ISL
-0.4975, 1927, Mar Average, Iceland, ISL
-1.692, 1927, Apr Average, Iceland, ISL
3.73984, 1927, May Average, Iceland, ISL
6.94291, 1927, Jun Average, Iceland, ISL
9.83149, 1927, Jul Average, Iceland, ISL
8.24261, 1927, Aug Average, Iceland, ISL
4.69051, 1927, Sep Average, Iceland, ISL
0.66396, 1927, Oct Average, Iceland, ISL
-1.1566, 1927, Nov Average, Iceland, ISL
-1.8528, 1927, Dec Average, Iceland, ISL
-3.1494, 1928, Jan Average, Iceland, ISL
-2.2902, 1928, Feb Average, Iceland, ISL
-0.7502, 1928, Mar Average, Iceland, ISL
1.94783, 1928, Apr Average, Iceland, ISL
5.43896, 1928, May Average, Iceland, ISL
6.13664, 1928, Jun Average, Iceland, ISL
9.00919, 1928, Jul Average, Iceland, ISL
8.22887, 1928, Aug Average, Iceland, ISL
6.4887, 1928, Sep Average, Iceland, ISL
2.62099, 1928, Oct Average, Iceland, ISL
-0.8842, 1928, Nov Average, Iceland, ISL
-2.0186, 1928, Dec Average, Iceland, ISL
-0.7023, 1929, Jan Average, Iceland, ISL
0.25735, 1929, Feb Average, Iceland, ISL
3.00195, 1929, Mar Average, Iceland, ISL
1.12306, 1929, Apr Average, Iceland, ISL
3.2137, 1929, May Average, Iceland, ISL
6.59114, 1929, Jun Average, Iceland, ISL
9.68246, 1929, Jul Average, Iceland, ISL
7.39099, 1929, Aug Average, Iceland, ISL
4.01262, 1929, Sep Average, Iceland, ISL
-0.9348, 1929, Oct Average, Iceland, ISL
-2.1648, 1929, Nov Average, Iceland, ISL
-1.2829, 1929, Dec Average, Iceland, ISL
-3.6997, 1930, Jan Average, Iceland, ISL
-0.9208, 1930, Feb Average, Iceland, ISL
-5.0607, 1930, Mar Average, Iceland, ISL
1.92311, 1930, Apr Average, Iceland, ISL
4.61322, 1930, May Average, Iceland, ISL
7.48244, 1930, Jun Average, Iceland, ISL
8.7264, 1930, Jul Average, Iceland, ISL
7.95481, 1930, Aug Average, Iceland, ISL
6.5047, 1930, Sep Average, Iceland, ISL
0.31782, 1930, Oct Average, Iceland, ISL
-4.3693, 1930, Nov Average, Iceland, ISL
-1.4681, 1930, Dec Average, Iceland, ISL
-3.7862, 1931, Jan Average, Iceland, ISL
-5.8983, 1931, Feb Average, Iceland, ISL
-2.9624, 1931, Mar Average, Iceland, ISL
0.36676, 1931, Apr Average, Iceland, ISL
3.20596, 1931, May Average, Iceland, ISL
5.78505, 1931, Jun Average, Iceland, ISL
8.73299, 1931, Jul Average, Iceland, ISL
9.30892, 1931, Aug Average, Iceland, ISL
6.80164, 1931, Sep Average, Iceland, ISL
1.34854, 1931, Oct Average, Iceland, ISL
0.09593, 1931, Nov Average, Iceland, ISL
-2.46, 1931, Dec Average, Iceland, ISL
-2.8871, 1932, Jan Average, Iceland, ISL
2.0569, 1932, Feb Average, Iceland, ISL
-0.3678, 1932, Mar Average, Iceland, ISL
-2.5112, 1932, Apr Average, Iceland, ISL
4.66159, 1932, May Average, Iceland, ISL
8.10178, 1932, Jun Average, Iceland, ISL
9.11195, 1932, Jul Average, Iceland, ISL
8.92084, 1932, Aug Average, Iceland, ISL
4.09069, 1932, Sep Average, Iceland, ISL
0.42961, 1932, Oct Average, Iceland, ISL
-1.2752, 1932, Nov Average, Iceland, ISL
-0.9027, 1932, Dec Average, Iceland, ISL
-0.5836, 1933, Jan Average, Iceland, ISL
-4.7733, 1933, Feb Average, Iceland, ISL
-0.7955, 1933, Mar Average, Iceland, ISL
-0.5072, 1933, Apr Average, Iceland, ISL
5.3617, 1933, May Average, Iceland, ISL
8.7065, 1933, Jun Average, Iceland, ISL
10.5349, 1933, Jul Average, Iceland, ISL
8.84116, 1933, Aug Average, Iceland, ISL
6.97196, 1933, Sep Average, Iceland, ISL
0.97453, 1933, Oct Average, Iceland, ISL
0.87461, 1933, Nov Average, Iceland, ISL
1.48359, 1933, Dec Average, Iceland, ISL
-2.0006, 1934, Jan Average, Iceland, ISL
-1.2754, 1934, Feb Average, Iceland, ISL
-2.8464, 1934, Mar Average, Iceland, ISL
0.12272, 1934, Apr Average, Iceland, ISL
2.50886, 1934, May Average, Iceland, ISL
8.04011, 1934, Jun Average, Iceland, ISL
9.79287, 1934, Jul Average, Iceland, ISL
8.7868, 1934, Aug Average, Iceland, ISL
6.01672, 1934, Sep Average, Iceland, ISL
0.87827, 1934, Oct Average, Iceland, ISL
-1.6535, 1934, Nov Average, Iceland, ISL
0.06899, 1934, Dec Average, Iceland, ISL
-0.3697, 1935, Jan Average, Iceland, ISL
-6.1226, 1935, Feb Average, Iceland, ISL
-0.0043, 1935, Mar Average, Iceland, ISL
-1.0113, 1935, Apr Average, Iceland, ISL
5.5197, 1935, May Average, Iceland, ISL
6.42213, 1935, Jun Average, Iceland, ISL
8.69504, 1935, Jul Average, Iceland, ISL
8.14969, 1935, Aug Average, Iceland, ISL
5.4424, 1935, Sep Average, Iceland, ISL
0.46139, 1935, Oct Average, Iceland, ISL
-0.1034, 1935, Nov Average, Iceland, ISL
-2.959, 1935, Dec Average, Iceland, ISL
-6.2185, 1936, Jan Average, Iceland, ISL
-4.3886, 1936, Feb Average, Iceland, ISL
-2.1256, 1936, Mar Average, Iceland, ISL
0.33513, 1936, Apr Average, Iceland, ISL
5.49094, 1936, May Average, Iceland, ISL
7.69671, 1936, Jun Average, Iceland, ISL
10.0622, 1936, Jul Average, Iceland, ISL
8.69304, 1936, Aug Average, Iceland, ISL
6.14441, 1936, Sep Average, Iceland, ISL
2.88907, 1936, Oct Average, Iceland, ISL
-1.1565, 1936, Nov Average, Iceland, ISL
-5.2066, 1936, Dec Average, Iceland, ISL
-1.5424, 1937, Jan Average, Iceland, ISL
-3.8179, 1937, Feb Average, Iceland, ISL
-5.0612, 1937, Mar Average, Iceland, ISL
1.66824, 1937, Apr Average, Iceland, ISL
3.96919, 1937, May Average, Iceland, ISL
7.4397, 1937, Jun Average, Iceland, ISL
8.74043, 1937, Jul Average, Iceland, ISL
8.20848, 1937, Aug Average, Iceland, ISL
5.07257, 1937, Sep Average, Iceland, ISL
1.08779, 1937, Oct Average, Iceland, ISL
-0.1861, 1937, Nov Average, Iceland, ISL
-0.9275, 1937, Dec Average, Iceland, ISL
-2.8575, 1938, Jan Average, Iceland, ISL
-1.3544, 1938, Feb Average, Iceland, ISL
-1.474, 1938, Mar Average, Iceland, ISL
1.83643, 1938, Apr Average, Iceland, ISL
2.43614, 1938, May Average, Iceland, ISL
6.47613, 1938, Jun Average, Iceland, ISL
8.21363, 1938, Jul Average, Iceland, ISL
8.03713, 1938, Aug Average, Iceland, ISL
5.93712, 1938, Sep Average, Iceland, ISL
1.83665, 1938, Oct Average, Iceland, ISL
-1.5721, 1938, Nov Average, Iceland, ISL
-0.7826, 1938, Dec Average, Iceland, ISL
-4.2447, 1939, Jan Average, Iceland, ISL
-1.9743, 1939, Feb Average, Iceland, ISL
0.32943, 1939, Mar Average, Iceland, ISL
0.7636, 1939, Apr Average, Iceland, ISL
5.59878, 1939, May Average, Iceland, ISL
8.05576, 1939, Jun Average, Iceland, ISL
9.42289, 1939, Jul Average, Iceland, ISL
9.59129, 1939, Aug Average, Iceland, ISL
7.65106, 1939, Sep Average, Iceland, ISL
3.85572, 1939, Oct Average, Iceland, ISL
-2.2451, 1939, Nov Average, Iceland, ISL
-2.6959, 1939, Dec Average, Iceland, ISL
-1.3583, 1940, Jan Average, Iceland, ISL
-2.4259, 1940, Feb Average, Iceland, ISL
-3.6314, 1940, Mar Average, Iceland, ISL
-0.6434, 1940, Apr Average, Iceland, ISL
4.6933, 1940, May Average, Iceland, ISL
7.83662, 1940, Jun Average, Iceland, ISL
8.59057, 1940, Jul Average, Iceland, ISL
7.60642, 1940, Aug Average, Iceland, ISL
4.28567, 1940, Sep Average, Iceland, ISL
2.35395, 1940, Oct Average, Iceland, ISL
-2.2916, 1940, Nov Average, Iceland, ISL
-1.1382, 1940, Dec Average, Iceland, ISL
-3.1799, 1941, Jan Average, Iceland, ISL
-4.7881, 1941, Feb Average, Iceland, ISL
-1.8773, 1941, Mar Average, Iceland, ISL
1.01635, 1941, Apr Average, Iceland, ISL
5.08085, 1941, May Average, Iceland, ISL
8.50305, 1941, Jun Average, Iceland, ISL
9.76734, 1941, Jul Average, Iceland, ISL
8.10452, 1941, Aug Average, Iceland, ISL
7.59854, 1941, Sep Average, Iceland, ISL
3.58714, 1941, Oct Average, Iceland, ISL
1.02908, 1941, Nov Average, Iceland, ISL
-0.6987, 1941, Dec Average, Iceland, ISL
-0.6872, 1942, Jan Average, Iceland, ISL
-2.2119, 1942, Feb Average, Iceland, ISL
-0.7709, 1942, Mar Average, Iceland, ISL
0.3957, 1942, Apr Average, Iceland, ISL
3.87985, 1942, May Average, Iceland, ISL
6.88112, 1942, Jun Average, Iceland, ISL
8.72238, 1942, Jul Average, Iceland, ISL
8.45478, 1942, Aug Average, Iceland, ISL
4.47319, 1942, Sep Average, Iceland, ISL
-0.3795, 1942, Oct Average, Iceland, ISL
0.01806, 1942, Nov Average, Iceland, ISL
-1.6091, 1942, Dec Average, Iceland, ISL
-3.0549, 1943, Jan Average, Iceland, ISL
-4.4559, 1943, Feb Average, Iceland, ISL
-1.8594, 1943, Mar Average, Iceland, ISL
-0.5506, 1943, Apr Average, Iceland, ISL
1.89794, 1943, May Average, Iceland, ISL
6.4073, 1943, Jun Average, Iceland, ISL
8.97269, 1943, Jul Average, Iceland, ISL
5.93047, 1943, Aug Average, Iceland, ISL
4.80324, 1943, Sep Average, Iceland, ISL
1.51245, 1943, Oct Average, Iceland, ISL
-1.5074, 1943, Nov Average, Iceland, ISL
-0.6894, 1943, Dec Average, Iceland, ISL
-4.8263, 1944, Jan Average, Iceland, ISL
-2.9099, 1944, Feb Average, Iceland, ISL
-1.7687, 1944, Mar Average, Iceland, ISL
-0.274, 1944, Apr Average, Iceland, ISL
3.32364, 1944, May Average, Iceland, ISL
6.72593, 1944, Jun Average, Iceland, ISL
9.377, 1944, Jul Average, Iceland, ISL
8.469, 1944, Aug Average, Iceland, ISL
4.99175, 1944, Sep Average, Iceland, ISL
1.66459, 1944, Oct Average, Iceland, ISL
-2.9411, 1944, Nov Average, Iceland, ISL
-2.9559, 1944, Dec Average, Iceland, ISL
-5.1863, 1945, Jan Average, Iceland, ISL
-2.7501, 1945, Feb Average, Iceland, ISL
0.78567, 1945, Mar Average, Iceland, ISL
0.9757, 1945, Apr Average, Iceland, ISL
3.94338, 1945, May Average, Iceland, ISL
6.86459, 1945, Jun Average, Iceland, ISL
9.8101, 1945, Jul Average, Iceland, ISL
9.1302, 1945, Aug Average, Iceland, ISL
6.44899, 1945, Sep Average, Iceland, ISL
3.51169, 1945, Oct Average, Iceland, ISL
1.62598, 1945, Nov Average, Iceland, ISL
-1.7655, 1945, Dec Average, Iceland, ISL
0.34129, 1946, Jan Average, Iceland, ISL
-3.0358, 1946, Feb Average, Iceland, ISL
-0.6357, 1946, Mar Average, Iceland, ISL
0.40414, 1946, Apr Average, Iceland, ISL
5.60415, 1946, May Average, Iceland, ISL
6.09964, 1946, Jun Average, Iceland, ISL
9.19039, 1946, Jul Average, Iceland, ISL
8.2742, 1946, Aug Average, Iceland, ISL
5.32648, 1946, Sep Average, Iceland, ISL
4.62904, 1946, Oct Average, Iceland, ISL
-1.5999, 1946, Nov Average, Iceland, ISL
0.18573, 1946, Dec Average, Iceland, ISL
1.29766, 1947, Jan Average, Iceland, ISL
-4.3975, 1947, Feb Average, Iceland, ISL
-5.3787, 1947, Mar Average, Iceland, ISL
-1.2852, 1947, Apr Average, Iceland, ISL
5.27237, 1947, May Average, Iceland, ISL
7.3524, 1947, Jun Average, Iceland, ISL
9.48449, 1947, Jul Average, Iceland, ISL
9.62026, 1947, Aug Average, Iceland, ISL
5.5521, 1947, Sep Average, Iceland, ISL
2.82795, 1947, Oct Average, Iceland, ISL
-3.0414, 1947, Nov Average, Iceland, ISL
-2.5206, 1947, Dec Average, Iceland, ISL
-1.9234, 1948, Jan Average, Iceland, ISL
-0.1442, 1948, Feb Average, Iceland, ISL
0.83752, 1948, Mar Average, Iceland, ISL
-1.2814, 1948, Apr Average, Iceland, ISL
2.27614, 1948, May Average, Iceland, ISL
6.40149, 1948, Jun Average, Iceland, ISL
8.63938, 1948, Jul Average, Iceland, ISL
8.71899, 1948, Aug Average, Iceland, ISL
3.45945, 1948, Sep Average, Iceland, ISL
0.48424, 1948, Oct Average, Iceland, ISL
-0.8931, 1948, Nov Average, Iceland, ISL
